,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
170000,0679804609,Fuzzy Rabbit Saves Christmas (Picturebacks),Rosemary Billam,1991,Random House Children's Books,2.5
170001,0435271571,The Magic Barber (Heinemann Guided Readers),John Milne,1992,Delta Systems,7.0
170002,0435271563,The Lost Ship (Heinemann Guided Readers),Stephen Colbourn,1992,Delta Systems,6.666666666666667
170003,0590453599,"The Wrong-Way Rabbit (Hello Reader! (DO NOT USE, please choose level and binding))",Teddy Slater,1993,Scholastic,10.0
170004,0752837338,Maya OME,Gaarder Jostein,2001,Orion Publishing Co,1.8571428571428572
170005,1575667762,Harvest of Murder (Gardening Mysteries (Paperback)),Ann Ripley,2002,Kensington Publishing Corporation,1.0
170006,0843944250,"Chet (The Cowboys , No 4)",Leigh Greenwood,1998,Leisure Books,0.0
170007,0505524783,Wicked Wyoming Nights,Leigh Greenwood,2002,Love Spell,4.0
170008,034545538X,Surviving Ophelia: Mothers Share Their Wisdom in Navigating the Tumultuous Teenage Years,Cheryl Dellasega,2002,Ballantine Books,2.3333333333333335
170009,0802448062,The Secret Hideout (Sugar Creek Gang),Paul Hutchens,1968,Moody Pr,4.0
170010,0746013841,Starting Soccer (Usborne First Skills),Helen Edom,1994,E D C Pub,5.0
170011,3257216688,Die Gordische Schleife,Bernhard Schlink,2000,Distribooks Inc,3.0
170012,0373764529,"Zane:  The Wild One (Silhouette Desire, No. 1452)",Bronwyn Jameson,2002,Silhouette,3.25
170013,3423115610,Ist das ein Mensch? Ein autobiographischer Bericht.,Primo Levi,1992,Dtv,0.0
170014,349227028X,Ein Hund mit Charakter. Roman.,Sandor Marai,2001,Piper,7.0
170015,0373035640,"Shotgun Bridegroom (White Weddings) (Harlequin Romance, 3564)",Day Leclaire,1999,Harlequin,0.0
170016,0864427050,Lonely Planet Netherlands (Lonely Planet Netherlands),Ryan Ver Berkmoes,2001,Lonely Planet Publications,8.0
170017,0373035772,"Innocent Bride (White Weddings) (Harlequin Romance, 3577)",Betty Neels,1999,Harlequin,0.0
170018,8670710110,"Citanka za licemjere: Tanjusna, didakticka satira (Posebna izdanja)",Joza Svarcak,1986,Izdavacki centar Rijeka,5.0
170019,3822817236,HR Giger (Icon (Taschen)),H. R. Giger,2002,Taschen,9.0
170020,0871311933,Brothers keepers,Donald E Westlake,1975,distributed by Lippincott,0.0
170021,3822855669,Robots (TASCHEN Icons Series),Teruhisa Kitahar,2001,Taschen,8.0
170022,0373037074,"Strategy For Marriage  (Contract Brides) (Romance, 3707)",Margaret Way,2002,Harlequin,0.0
170023,0373255217,"Soldier Of Fortune (Harlequin Temptation, No 421)",Kelly Street,1992,Harlequin,0.0
170024,0061011894,Bonita Faye,Margaret Moseley,1997,Harper Mass Market Paperbacks,2.125
170025,0373031343,"Mississippi Miss (Harlequin Romance, No 3134)",Emma Goldrick,1991,Harlequin,2.6
170026,1557040621,The Healing Touch: The Proven Massage Program for Cats and Dogs,Michael W. Fox,1990,Newmarket Press,8.0
170027,0394743148,A Bend in the River,V. S Naipaul,1980,Vintage Books,1.5
170028,0373057954,"Derek (Silhouette Desire, No 5795)",Leslie D. Guccione,1993,Silhouette,0.0
170029,0070651728,Better Health Through Natural Healing: How to Get Well Without Drugs or Surgery,Ross Trattler,1988,McGraw-Hill,6.0
170030,0849942179,Jesus Among Other Gods (youth Edition),Ravi Zacharias,2000,W Publishing Group,0.0
170031,0373253532,"Royal Treatment (Temptation, No 253)",Judith McWilliams,1989,Harlequin,5.0
170032,068805949X,"I, Tina",Tina Turner,1986,Harpercollins,0.0
170033,0373254830,"Babycakes (Harlequin Temptation, No 383)",Glenda Sanders,1992,Harlequin,5.0
170034,3442437423,Inka- Gold.,Clive Cussler,1997,Goldmann,0.0
170035,0440503345,Crossing the River: A Novel,Fenton Johnson,1991,Dell Publishing Company,0.0
170036,0895862816,"Perennials: How to Select, Grow and Enjoy",Pamela Harper,1985,HP Books,8.0
170037,0373272804,Midnight Choices,Eileen Wilks,2003,Silhouette,5.0
170038,0806942975,The Healing Art of Tai Chi: Becoming One With Nature,Martin Lee,1996,Sterling Pub Co Inc,7.0
170039,3257231288,Blauer Montag.,Arnon GrÃ?Â¼nberg,1999,Diogenes Verlag,0.0
170040,0963156705,Reiki the Healing Touch : First and Second Degree Manual (Revised and Expanded Edition),William L. Rand,1992,Vision Publications (MI),4.0
170041,0927978121,Perelandra Garden Workbook: A Complete Guide to Gardening with Nature Intelligences,Machaelle Small Wright,1993,Perelandra,7.0
170042,1577487079,College Bound,Cyndi Buser,2000,Barbour Pub Inc,0.0
170043,0373077572,Shades Of A Desperado (Im Extra) (Silhouette Intimate Moments),Sharon Sala,1996,Silhouette,0.0
170044,0821713280,Love's First Surrender,Patricia Rice,1984,Kensington Pub Corp (Mm),0.0
170045,0961587512,Gem Elixirs and Vibrational Healings (Gem Elixirs &amp; Vibrational Healing),Gurudas,1986,Cassandra Press,7.0
170046,1862042837,Sagittarius (Teri King's Astrological Horoscopes for 1999),Teri King,1998,Element Books,0.0
170047,0961587504,Gem Elixirs and Vibrational Healing (Gem Elixirs &amp; Vibrational Healing),Gurudas,1985,Cassandra Press,8.0
170048,0892812974,The family herbal,Barbara Theiss,1989,Healing Arts Press,0.0
170049,0133494322,Aromatherapy: A Lifetime Guide to Healing With Essential Oils,Valerie Cooksley,1996,Prentice Hall Art,8.5
170050,0833558927,The Dark Half,Stephen King,1999,Sagebrush Bound,9.0
170051,0440221080,Sea Fire,Karen Robards,1998,Dell Publishing Company,4.0
170052,1580081088,Chocolate Therapy: Dare to Discover Your Inner Center!,Murray Langham,1999,Ten Speed Press,2.0
170053,0517320932,Dian Dincin Buchmans Herbal Medicine Nat,Dian Buchman,1980,Random House~trade,3.5
170054,096177133X,Flower Essences: Reordering Our Understanding and Approach to Illness and Health,Machaelle Small Wright,1988,Perelandra,8.0
170055,0520206207,"Tangled Memories: The Vietnam War, the AIDS Epidemic, and the Politics of Remembering",Marita Sturken,1997,University of California Press,0.0
170056,0505525143,Savage Heat,Nan Ryan,2002,Love Spell,0.0
170057,0961847026,Natural Liver Therapy,Christopher Hobbs,1997,Botanica Pr,5.0
170058,0395974690,The Edna Webster Collection of Undiscovered Writing,Richard Brautigan,1999,Mariner Books,10.0
170059,0895296284,Smart Medicine for Menopause: Hormone Replacement Therapy and Its Natural Alternatives,Sandra Cabot M.D.,1995,Avery Publishing Group,8.0
170060,0722508077,Herbal Cosmetics,Camilla Hepper,1987,Thorsons Publishers,8.0
170061,1852309040,The Complete Illustrated Guide to Chinese Medicine: A Comprehensive System for Health and Fitness (Complete Illustrated Guide to),Tom Williams,1996,Element Books Ltd.,8.0
170062,0449901920,More Chicken Soup and Other Folk Remedies,Joan Wilen,1989,Ballantine Books,7.0
170063,156458187X,Complete Medicinal Herbal,Penelope Ody,1993,Dk Pub,4.5
170064,0376038845,Western Garden Book,Sunset Books,1986,Sunset Publishing,10.0
170065,0843924012,Caress and Conquer,Connie Mason,1986,Leisure Books,0.0
170066,0679420568,Stand Before Your God,Paul Watkins,1994,Random House,3.5
170067,0789429934,Encyclopedia of Healing Therapies,Anne Woodham,0,Dk Publishing*inc,8.0
170068,0140190007,Neal's Yard Natural Remedies (Arkana S.),Susan Curtis,1994,Penguin USA,7.0
170069,0380760053,Tempest,Catherine Hart,1991,Harper Mass Market Paperbacks (Mm),0.0
170070,0451520548,Arrowsmith (Signet Classic),Sinclair Lewis,1986,New Amer Library,0.0
170071,3729602233,Verheizte Menschen geben keine WÃ¤rme: PlÃ¤yer fÃ¼r eine selbstbewusste Kultur,Urs Frauchiger,1985,Zytglogge,10.0
170072,0399509445,Herbs and Things: Jeanne Rose's Herbal,Jeanne Rose,1973,Perigee Books,7.0
