,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
110000,1853264288,The Works of G. K. Chesterson,G. K. Chesterton,1999,NTC/Contemporary Publishing Company,0.0
110001,0618230653,"The Midnight Disease: The Drive to Write, Writer's Block, and the Creative Brain",Alice W. Flaherty,2004,Houghton Mifflin Company,0.0
110002,0521794668,The Cambridge Companion to Gothic Fiction (Cambridge Companions to Literature),Jerrold E. Hogle,2002,Cambridge University Press,0.0
110003,0582290554,The Literature of Terror: A History of Gothic Fictions from 1765 to the Present Day (Literature of Terror),David Punter,1996,Pearson Education UK,0.0
110004,0582237149,The Literature of Terror: A History of Gothic Fictions from 1765 to the Present Day : The Gothis Tradition (Literature of Terror),David Punter,1996,Longman Publishing Group,0.0
110005,0521664586,"The Rise of Supernatural Fiction, 1762-1800",E. J. Clery,1999,Cambridge University Press,0.0
110006,0748611959,The History of Gothic Fiction,Markman Ellis,2001,Edinburgh Univ ersity Press,0.0
110007,0631231994,A Companion to the Gothic (Blackwell Companions to Literature and Culture (Paper)),David Punter,2001,Blackwell Publishers,5.0
110008,0814756107,The Handbook to Gothic Literature,Marie Mulvey-Roberts,1998,New York University Press,9.0
110009,0385155697,The Art of Alfred Hitchcock: Fifty Years of His Motion Pictures,Donald Spoto,1979,Doubleday Books,10.0
110010,0312207859,Alfred Hitchcock and the Making of Psycho,Stephen Rebello,1998,St. Martin's Griffin,8.0
110011,0582489202,The Literature of Terror: A History of Gothic Fictions from 1765 to the Present Day,David Punter,1980,Longman Publishing Group,9.0
110012,0816610215,Landscapes of Fear,I-Fu Tuan,1981,Univ of Minnesota Pr (Tx),7.0
110013,0821405691,Elegant Nightmares: The English Ghost Story from Le Fanu to Blackwood,Jack Sullivan,1980,Ohio Univ Pr,9.0
110014,031226254X,Adams Fall,Sean Desmond,2000,St. Martin's Press,5.0
110015,0435121081,New Windmills: Island of Blue Dolphins (New Windmills),Scott O'Dell,1967,Heinemann Educational Books - Secondary Division,7.0
110016,0553583859,Fields of Fire,James H. Webb,2001,Bantam Books,8.5
110017,3442350247,Die geliehene Zeit.,Diana Gabaldon,1998,Goldmann,3.5714285714285716
110018,3596148928,Sad Song.,Vincent Banville,2001,"Fischer (Tb.), Frankfurt",5.0
110019,3612276719,In Venedig weint man nicht. Roman.,Edward Sklepowich,1999,Econ Tb.,0.0
110020,3499229226,Wer Rache schwÃ?Â¶rt.,Laurie R. King,2001,Rowohlt Tb.,6.0
110021,0966010639,Fallout,Jim Ottaviani,2001,G.T. Labs,8.0
110022,0822549506,Laura Ingalls Wilder: Storyteller of the Prairie (Lerner Biographies),Ginger Wadsworth,1996,Lerner Publications,10.0
110023,0934294615,Jane Gibbs,Neuberger,1998,Ramsey County Historical Society,10.0
110024,8433969633,Ninos Muertos,Martin Amis,2003,Anagrama,2.3333333333333335
110025,0062517570,The Ten Trusts : What We Must Do to Care for The Animals We Love,Jane Goodall,2002,HarperSanFrancisco,0.0
110026,0340490438,Journey Into God,Smith,1990,Trafalgar Square Publishing,0.0
110027,0892830719,St. Francis of Assisi: A Biography,Omer Englebert,1979,Servant Ministries,0.0
110028,0572018002,Let's Eat Greek at Home (Let's Eat Series),Candida Tofalis,1990,Foulsham &amp; Co Ltd,1.5
110029,0091780357,Gh Complete Book of Chocolate,Good Housekeeping,0,Random House Uk,0.0
110030,0722525435,Food Combining for Vegetarians,Jackie Le Tissier,1992,Harpercollins,0.0
110031,0749920793,Dolphin Healing,Horace Dobbs,2000,Piatkus Books,0.0
110032,0751529028,Harvest,Celia Brayfield,2002,Trafalgar Square,1.0
