,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
20000,0786014555,Dark Masques,J. N. Williamson,2001,Pinnacle Books,1.9090909090909092
20001,0843952199,The Wyrm,Stephen Laws,2004,Leisure Books,1.3333333333333333
20002,0843953292,In Silent Graves,Gary A. Braunbeck,2004,Leisure Books,0.0
20003,0843951826,Body Rides,Richard Laymon,2004,Leisure Books,4.111111111111111
20004,0843952571,Borrowed Flesh,Sephera Giron,2004,Leisure Books,1.0
20005,0743242548,Stacking in Rivertown,Barbara Bell,2002,Simon &amp; Schuster,0.0
20006,1592861857,The Fire Within,Kevin Yarbrough,2003,Publishamerica,0.0
20007,189295012X,Safety of Unknown Cities,Lucy Taylor,1999,Overlook Connection Press,0.0
20008,0553382527,Keeping Watch,LAURIE R. KING,2004,Bantam,4.5
20009,0553573691,Venus,JANE FEATHER,2003,Bantam,0.6
20010,037324598X,"Bluegrass Baby (Silhouette Special Edition, 1598)",Judy Duarte,2004,Silhouette,2.6666666666666665
20011,1551662604,This Matter Of Marriage,Debbie Macomber,1997,Mira,1.7173913043478262
20012,0972930930,Poisoning Eros,Wrath James White,2002,3f Publications,0.0
20013,1887368353,Ladies Night,Jack Ketchum,2000,Gauntlet,0.0
20014,1587670674,The Crossings,Jack Ketchum,2003,Cemetery Dance Publications,0.0
20015,0312272758,Panic Snap,Laura Reese,2001,St. Martin's Press,2.8
20016,0843950404,Red,Jack Ketchum,2002,Leisure Books,3.2857142857142856
20017,0843950463,Night in the Lonesome October,Richard Laymon,2002,Leisure Books,2.357142857142857
20018,0451194004,Rosemary's Baby,Ira Levin,1997,Signet Book,3.9565217391304346
20019,0679753362,Born Bad: Stories (Vintage Crime/Black Lizard),Andrew H. Vachss,1994,Vintage Books USA,0.0
20020,0843952032,Infernal Angel,Edward Lee,2004,Leisure Books,1.4285714285714286
20021,0743453468,Whispers at Midnight,Karen Robards,2003,Atria Books,2.142857142857143
20022,0679735771,American Psycho (Vintage Contemporaries),Bret Easton Ellis,2000,Vintage Books USA,3.4909090909090907
20023,0843951036,No Sanctuary,Richard Laymon,2003,Leisure Books,3.5652173913043477
20024,0671014188,The Summerhouse,Jude Deveraux,2001,Atria,3.0625
20025,0345447832,The Surgeon,TESS GERRITSEN,2001,Ballantine Books,3.8285714285714287
20026,0345439007,All the Dead Were Strangers (Conrad Voort Novels (Hardcover)),Ethan Black,2001,Ballantine Books,2.8
