,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
160000,0515077410,Siren Song,Roberta Gellis,1984,Jove Books,0.0
160001,0517093715,The Pendragon Chronicles: Heroic Fantasy from the Time of King Arthur,Michael Ashley,1993,Outlet Books Company,0.0
160002,0843945354,Savage Mists (Savage),Cassie Edwards,1992,Leisure Books,0.0
160003,0618154639,The Big Sky,A. B. Guthrie,2002,Mariner Books,3.5
160004,3492237118,Das weiÃ?Â?e Segel. Wohin der Wind des GlÃ?Â¼cks dich trÃ?Â¤gt.,Sergio Bambaren,2002,Piper,1.2
160005,3795117402,Das MÃ?Â¤dchen. (WeiÃ?Â?er Umschlag).,Stephen King,2000,Schneekluth,4.0
160006,0394430476,Indian Summer,John Knowles,1966,Random House Inc,0.0
160007,0671503294,FORTUNES,Barney Leason,1984,Pocket,0.0
160008,0451117646,Yesterday's Tears,Susannah Leigh,1982,New American Library,0.0
160009,0962508802,Choice Centered Tarot,Gail Fairfield,1990,Ramp Creek Pub,2.0
160010,1568495641,The Passion of the Minds,Irving Stone,1994,Buccaneer Books,0.0
160011,044920653X,Prelude to Terror,Helen MacInnes,1979,Fawcett Books,0.0
160012,039505155x,"Selected Shorter Writings of Mark Twain (Riverside Editions, A58)",Mark Twain,1980,Houghton Mifflin Company,0.0
160013,0837167558,In Search of Adam : The Story of Man's Quest for the Truth about His Earliest Ancestors,Herbert Wendt,1973,Greenwood Press Reprint,0.0
160014,0060101563,Island Sojourn,Elizabeth Arthur,1980,Harpercollins,0.0
160015,0821718916,Louisiana Lady,Myra Rowe,1986,Zebra Books,0.0
160016,0684822547,EXQUISITE CORPSE : A NOVEL,Poppy Z. Brite,1996,Simon &amp; Schuster,0.0
160017,044900113x,In the Beginning,Chaim Potok,1997,Fawcett Books,0.0
160018,0394469690,In the animal kingdom,Warren Fine,1971,Knopf,0.0
160019,0449235920,Silverhill (Fawcett Crest Book),Phyllis A. Whitney,1978,Fawcett Books,0.0
160020,0306414341,A Critical Psychology: Interpretation of the Personal World (Human Behavior and Environment),Edmund V. Sullivan,1984,Plenum Publishing Corporation,0.0
160021,0679433139,"The Divine Comedy: Inferno, Purgatorio, Paradiso (Everyman's Library, 183)",Dante Alighieri,1995,Everyman's Library,0.0
160022,0380779153,Forbidden Acts,Nancy A. Collins,1995,Harper Mass Market Paperbacks (Mm),2.6666666666666665
160023,0312855133,Vanitas: Escape from Vampire Junction,S. P. Somtow,1995,St Martins Pr,5.0
160024,0664242960,After Suicide (Christian Care Books),John H. Hewett,1980,Westminster John Knox Press,0.0
160025,0821712489,Love Me with Fury,Janelle Taylor,1983,Zebra Books,0.0
160026,1564781690,Those Barren Leaves: A Novel (Coleman Dowell British Literature Series),Aldous Huxley,1998,Dalkey Archive Press,0.0
160027,0821722506,Fortune's Flames,Janelle Taylor,1988,Zebra Books,1.5714285714285714
160028,014101282X,Triss,Brian Jacques,0,Penguin Books Ltd,0.0
160029,1564781313,Point Counter Point (British Literature),Aldous Huxley,1996,Dalkey Archive Press,0.0
160030,0306808544,Bowie: Loving the Alien,Christopher Sandford,1998,Da Capo Press,2.5
160031,0553348957,Dreamweavers,Philip Shelby,1991,Bantam Books,0.0
160032,0446325511,Rebel,Elizabeth E. Allen,1985,Warner Books,0.0
160033,0140231404,Girl Who Trod On a Loaf,Kathryn Davis,0,Penguin Putnam~trade,5.0
160034,0821759612,Timeswept Lovers,Constance O'Day-Flannery,1998,Zebra Books,0.0
160035,0671578782,Vlad Tapes,Fred Saberhagen,2000,Baen,0.0
160036,1586631152,The Country Diary Of An Edwardian Lady,Edith Holden,2001,Sterling Publishing,3.0
160037,0821717618,Destiny's Temptress (Zebra),Janelle Taylor,1986,Kensington Publishing Corp.,0.0
160038,0821736078,Rebel's Tender Caress,Jane Toombs,1991,Kensington Pub Corp (Mm),0.0
160039,0380803100,Kiss the Girls and Make Them Spy: An Original Jane Bond Parody,Mabel Maney,2001,Perennial Currents,4.166666666666667
160040,0553341359,Gambler in love,Patricia Matthews,1985,Bantam Books,0.0
160041,0030051436,Exploration of the universe (Saunders golden sunburst series),George O Abell,1987,Saunders College Pub,0.0
160042,0451076826,The Rich Are With You Always,Malcolm MacDonald,1977,New Amer Library (Mm),0.0
160043,0805208992,A History of Zionism,Walter Ze'Ev Laqueur,1989,Schocken Books,0.0
160044,3462015559,"KiWi TaschenbÃ?Â¼cher, Nr.27, Die Legende vom heiligen Trinker",Joseph Roth,1983,Kiepenheuer &amp; Witsch,7.0
160045,0875420923,The Message of the Crystal Skull: From Atlantis to the New Age (Llewellyn's New Age Series),Alice Bryant,1989,Llewellyn Pubns,0.0
160046,055327449x,The Illustrated Man (Grand Master Editions),RAY BRADBURY,1983,Spectra,0.0
160047,3423070803,Sajo und ihre Biber.,WÃ?Â¤scha-kwonnesin,1973,Dtv,0.0
160048,1567180698,Glamoury: Magic of the Celtic Green World (Llewellyn's Celtic Wisdom Series),Steve Blamires,1995,Llewellyn Publications,0.0
160049,0891075631,"In the Hall of the Dragon King (The Dragon King Trilogy, Book 1)",Stephen R. Lawhead,1990,Good News Pub,0.0
160050,0671655884,ZOBOA,Martin Caidin,1986,Baen,0.0
160051,1579540953,Prevention's New Foods for Healing: Capture the Powerful Cures of More Than 100 Common Foods,Selene Yeager,1999,Rodale Press,0.0
160052,3895070297,Marchen,Hauff,1999,SWAN Buch-Vertrieb GmbH,9.0
160053,1567183778,Contact the Other Side: Seven Methods for Afterlife Communication,Konstantinos,2001,Llewellyn Publications,10.0
160054,0670824437,The modern world: Ten great writers,Malcolm Bradbury,1989,Viking,0.0
160055,0708936342,Whirlwind (The X-files),Charles Grant,1996,F A Thorpe (Publishers),0.0
160056,0517445492,Incredible Super Trivia,Fred L. Worth,1984,Random House Value Publishing,4.0
160057,0738702544,Full Contact Magick: A Book of Shadows for the Wiccan Warrior,Kerr Cuhulain,2002,Llewellyn Publications,0.0
160058,3423620277,Die PrÃ?Â¼fung oder die abenteuerliche Reise der BrÃ?Â¼der Cheng und Hong. ( Ab 13 J.).,Malcolm Bosse,2000,Dtv,2.3333333333333335
160059,0738703184,Garden Witchery: Magick from the Ground Up,Ellen Dugan,2003,Llewellyn Publications,0.0
160060,0804102937,The Daisy Ducks,Rick Boyer,1988,Ivy Books,2.6666666666666665
160061,1892859106,"The Official Rules and Explanations: The Original Guide to Surviving the Electronic Age With Wit, Wisdom, and Laughter",Paul Dickson,1999,Federal Street Press,3.6666666666666665
160062,3423707313,PÃ?Â¼nktchen und Anton. Ein Roman fÃ?Â¼r Kinder. ( Ab 10 J.).,Erich KÃ?Â¤stner,2002,Dtv,0.0
160063,0671578340,The Chrome Borne,Mercedes Lackey,1999,Baen,2.3333333333333335
160064,0553226967,Qb VII,Leon Uris,1982,Bantam Books,0.0
160065,0517147483,Three Complete Books: The Secret Garden/a Little Princess/Little Lord Fauntleroy,Frances Hodgson Burnett,1995,Gramercy,2.6666666666666665
160066,3442453429,Im Kreis des Wolfs. Sonderausgabe.,Nicholas Evans,2002,Goldmann,0.0
160067,1578630452,The Ritual Magic Workbook: A Practical Course of Self-Initiation,Dolores Ashcroft-Nowicki,1998,Weiser Books,0.0
160068,0786702079,The Birthday Boys,Beryl Bainbridge,1995,Carroll &amp; Graf Publishers,2.5
160069,3453195116,Der Goldene Kompass,Philip Pullman,2001,Wilhelm Heyne Verlag,0.0
160070,0786919019,"Black Wolf (Forgotten Realms:  Sembia series, Book 4)",Dave Gross,2001,Wizards of the Coast,0.0
160071,1592866816,Upon the Shoulders of Vengeance: The Journey to Armageddon,James McCann,2003,Publishamerica,0.0
