,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
190000,0395312612,"The Golden Torc (Saga of Pliocene Exile, V. 2)",Julian May,1982,Houghton Mifflin,7.0
190001,1555035310,Around the ward in 80 days: A novel,Joni Hilton,1993,Covenant Communications,1.5
190002,0875792073,To Grow in Spirit,Joe J. Christensen,1989,Deseret Book Company,0.0
190003,0373241909,"Wedding Ring Promise (Special Edition , No 1190)",Susan Mallery,1998,Silhouette,4.5
190004,0877476144,Marvelous Work and Wonder,Legrand Richards,0,Deseret Book Co,0.0
190005,1573459178,52 Nice Things to Do to Make Someone Happy,Jeri-Lynn Johnson,2001,Deseret Book Company,0.0
190006,0679408215,Remember (Random House Large Print),Barbara Taylor Bradford,1991,Random House Inc,0.0
190007,0060156333,Sandeagozu,Janann V. Jenner,1986,Harpercollins,0.0
190008,0664257437,Glimpses of Glory: Daily Reflections on the Bible,Carol Bechtel,1998,Westminster John Knox Press,0.0
190009,0226323986,The Gilgamesh Epic and Old Testament Parallels,Alexander Heidel,1949,University of Chicago Press,7.0
190010,0449237826,Caves of Steel,Isaac Asimov,1981,Fawcett Books,8.0
190011,0830723331,Becoming a Prayer Warrior,Elizabeth Alves,1998,Renew,0.0
190012,0821764489,The Hero Returns (Zebra Regency Romance),Catherine Blair,1999,Zebra Books,0.0
190013,1569551553,Real Life Begins After High School: Facing the Future Without Freaking Out,Bruce Bickel,2000,Vine Books,0.0
190014,0860919935,Alien Zone: Cultural Theory and Contemporary Science Fiction Cinema,Annette Kuhn,1990,Verso,9.0
190015,0875799175,Our Search for Happiness an Invitation,M. Russell Ballard,2001,Deseret Book Co,0.0
190016,081352492X,Screening Space: The American Science Fiction Film,Vivian Sobchack,1997,Rutgers University Press,8.0
190017,2070404056,La fille que j'ai abandonnÃ?Â©e,Shusaku Endo,1998,Gallimard,10.0
190018,0345336550,End of Eternity (R),Isaac Asimov,1986,Del Rey Books,0.0
190019,0517548291,The Summer of Katya,Trevanian,1985,Random House Value Pub,2.6666666666666665
190020,0064473007,A Matter of Profit,Hilari Bell,2003,Eos,0.0
190021,0875798330,Cankered Roots,G. G. Vandagriff,1994,Deseret Book Co,0.0
190022,0788706861,Alien Secrets,Annette Curtis Klause,1997,Recorded Books,0.0
190023,2020114267,"MonnÃ¨, outrages et dÃ©fis",Ahmadou Kourouma,1990,Seuil,0.0
190024,0345350510,Gift from Earth,Larry Niven,1987,Del Rey Books,0.0
190025,2845920962,La Voile blanche,S. Bambaren,2003,Presses du ChÃ?Â¢telet,0.0
190026,1570084386,The Lord looketh on the heart,Max H Molgard,1998,Bookcraft,0.0
190027,0553479342,The Klone and I,Danielle Steel,1998,Random House Audio Publishing Group,3.0
190028,0345334698,Tales of Known Space: The Universe of Larry Niven,Larry Niven,1992,Del Rey Books,2.3333333333333335
190029,087579968X,Within Reach,Robert L. Millet,1995,Deseret Book Co,0.0
190030,2226059644,HygiÃ¨ne de l'assassin: Roman,AmÃ©lie Nothomb,1992,A. Michel,0.0
190031,1561007382,Daring to Dream (Bookcassette(r) Edition),Nora Roberts,1996,Brilliance Audio - Trade,0.0
190032,0590485334,Comic Strip Book,Foster,1995,Scholastic,7.0
190033,0875799116,Watch and Be Ready,Kent P. Jackson,1994,Deseret Book Co,0.0
190034,1931081808,The Five of Cups,Caitlin R. Kiernan,2003,Subterranean Press,0.0
190035,2724207599,Kramer Contre Kramer,Avery Corman,0,France Loisir,0.0
190036,0515081507,Brotherhood of War 02: The Captains (Brotherhood of War),W. E. B. Griffin,1984,Jove Books,0.0
190037,0812695453,The Lord of the Rings and Philosophy: One Book to Rule Them All (Popular Culture and Philosophy Series),Gregory Bassham,2003,Open Court Publishing Company,5.0
190038,1573450901,We'll Bring the World His Truth: Missionary Adventures from Around the World,Dean Hughes,1995,Deseret Book Co,0.0
190039,157345544X,Thy Word Is a Lamp: Women's Stories of Finding Light,Women's Conference,1999,Deseret Book Co,0.0
190040,1575211564,Presenting Activex,Warren Ernst,1996,Sams,0.0
190041,2226086943,PÃ©plum: Roman,AmÃ©lie Nothomb,1996,A. Michel,0.0
190042,0312925115,Purpose of Evasion,Greg Dinallo,1993,St Martins Pr,0.0
190043,1555039235,Rachel's Hope: A Novel of Love and Redemption in Book of Mormon Times,Annette Pierce,1996,Covenant Communications,0.0
190044,0201576538,Problem Solving and Program Design in C,Jeri R. Hanly,1992,Addison Wesley Publishing Company,0.0
190045,1573453595,The Mormon Faith: A New Look  at Christianity,Robert L. Millet,1998,Deseret Book Co,0.0
190046,2877305759,L'Odeur,Radhika Jha,2002,Philippe Picquier,0.0
190047,030702377X,The ghost legion,Kenneth Robeson,1975,Golden Press,8.0
190048,0875799388,The Holiness of Everyday Life,Joan B. MacDonald,1995,Deseret Book Co,0.0
190049,3895086878,Moll Flanders (Konemann Classics),Daniel Defoe,1997,Konemann,0.0
190050,1570082278,Eternal Families,Douglas E. Brinley,1996,Deseret Book Co,0.0
190051,0843931620,Captive to a Dream,Susan Tanner,1991,Leisure Books,0.0
190052,0345302583,Star Bridge,Jack Williamson,1982,Del Rey Books,0.0
190053,1570082871,The seven M's of missionary service,Carlos E Asay,1996,Bookcraft,0.0
190054,0312483716,Lieutenant Lamb,Kenneth Maynard,1984,St Martins Pr,0.0
190055,0441000703,Sundowner,Chris Claremont,1994,Ace Books,0.0
190056,0380614162,Coming Back Alive,Dennis J. Reader,1982,Avon Books,8.0
190057,0875795560,My Child Your Child,Terry Treseder,1991,Deseret Book Company,0.0
190058,2070365441,Une Vie,Guy de Maupassant,0,Editions Flammarion,9.0
