,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
10000,0880707550,Whispers (Glenbrooke),Robin Jones Gunn,1995,Palisades,8.0
10001,068145413X,Cherished Moments,Anita Mills,1994,Longmeadow Press,4.5
10002,1569472793,Murder in Belleville,Cara Black,2002,Soho Press,0.0
10003,0297829084,Child Star,Matt Thorne,2003,"George Weidenfeld &amp; Nicholson, Ltd.",0.0
10004,1853406201,Semi-perfect,James Pope,2001,Piccadilly Press,0.0
10005,0006551076,Ocean In Iowa,Peter Hedges,0,Flamingo,1.2
10006,1903650151,Spilt Milk,Lana Citron,2002,Simon &amp; Schuster (Trade Division),0.0
10007,1852278951,"\Treasure Island\"": According to Spike Milligan""",Spike Milligan,2000,Virgin Books,0.0
10008,1841153656,The Perfect Fool,Stewart Lee,2001,HarperCollins Publishers,0.0
10009,0140178198,The Portable Jack Kerouac (The Viking Portable Library),Jack Kerouac,1996,Penguin Books,0.0
10010,1877003034,Where in the World,Simon French,2002,Little Hare,0.0
10011,3404144317,Wie ein Lamm unter LÃ?Â¶wen.,Tilman RÃ?Â¶hrig,2000,LÃ?Â¼bbe,4.5
10012,3453171861,Operation Rainbow.,Tom Clancy,2000,Heyne,3.0
10013,3852183219,Blumen fÃ¼r Polt: Kriminalroman,Alfred Komarek,2000,Haymon,10.0
10014,3852182751,Polt muss Weinen: Kriminalroman,Alfred Komarek,1998,Haymon,0.0
10015,2070408221,Ceux de la soif,Georges Simenon,1999,Gallimard,0.0
10016,0792706250,The Corridors of Fear (Curley Large Print),Clarissa Ross,1990,Chivers North Amer,0.0
10017,0340568879,Anne of Green Gables,L.M. Montgomery,1993,Hodder Children's Books,2.6666666666666665
10018,059040654X,Mostly Magic,Ruth Chew,1982,Scholastic Paperbacks (Mm),0.0
10019,0439557089,Mystery of the Lost Valentine (Barbie Mystery),Linda Williams Aber,2003,Scholastic Paperbacks,7.0
10020,0749707933,Astercote,Penelope Lively,1996,Egmont Childrens Books,1.6666666666666667
10021,0517189674,Heidi (Children's Classics),JOHANNA SPYRI,1998,Children's Classics,0.0
10022,0810943980,Babar and the Ghost,Laurent De Brunhoff,2001,Harry N Abrams,0.0
10023,0590248588,"Money: Make It, Spend It, Save It",J. E. Bogart,2001,Scholastic,0.0
10024,0870449559,Pop-Up: Animal Acrobats,Toni Eugene,1991,National Geographic,0.0
10025,043910842X,Secret Codes for Kids (Mensa),Robert Allen,2000,Scholastic,0.0
10026,0749712295,The Nine Lives of Montezuma,Michael Morpurgo,1993,Egmont Childrens Books,1.5
10027,0749726881,The Witch Repair,Marianne MacDonald,1996,Egmont Childrens Books,3.0
10028,0140309586,Pippi in the South Seas,Astrid Ericsson Lindgren,1988,Puffin Books,2.0
10029,0140319972,Lost and Found,Jean Little,1988,Penguin USA,0.0
10030,156565269X,Super Math Tricks,Zondra Lewis Knapp,1995,Lowell House,0.0
