,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
200000,0689839499,Invasion of the Mind Swappers From Asteroid 6!,James Howe,2002,Atheneum,0.0
200001,0451137973,Susquehanna,Harriet Segal,1985,Signet Book,0.0
200002,0451176758,No Way Home,Andrew Coburn,1993,Signet Book,0.0
200003,0689839472,It Came from Beneath the Bed!,James Howe,2002,Atheneum,0.0
200004,000458824X,Collins Gem: the Seashore (Collins Gems),Rosalind Fitter,1984,HarperCollins Publishers,0.0
200005,0425123200,Nobody Lives Forever,John E. Gardner,1990,Berkley Publishing Group,0.0
200006,0375802711,The Panda Puzzle (A to Z Mysteries (Paper)),Ron Roy,2002,Random House Children's Books,0.0
200007,1556111797,Mm II: The Return of Marilyn Monroe,Sam Staggs,1991,Penguin USA,0.0
200008,0862725658,Mushrooms and Toadstools of Britain and Europe (Kingfisher Field Guides),David Pegler,2001,Kingfisher Books,0.0
200009,0448425467,"Greenish Eggs and Dinosaurs (Zack Files, 23)",Dan Greenburg,2001,Grosset &amp; Dunlap,5.0
200010,0571068146,The pebbles on the beach.,Clarence Ellis,1965,Faber and Faber,0.0
200011,0198507097,Photographic Guide to Sea and Shore Life of Britain and North-West Europe (Oxford Natural History),Ray Gibson,2001,Oxford University Press,0.0
200012,0448418754,"Hang a Left at Venus (Zack Files, 15)",Dan Greenburg,1999,Grosset &amp; Dunlap,4.0
200013,0446365130,Criminal Conversation,Evan Hunter,1995,Warner Books,2.3333333333333335
200014,0004588185,Collins Gem Insects (Collins Gems),Gordon Riley,1986,HarperCollins Publishers,0.0
200015,0448425505,"My Grandma, Major League Slugger (Zack Files)",Dan Greenburg,2001,Grosset &amp; Dunlap,4.0
200016,0723200890,The Observer's Book of Freshwater Fishes (Warne Observers),T.B.Bagenal,1985,Penguin Books Ltd,0.0
200017,0330342452,In Search of Tusitala: Travels in the Pacific After Robert Louis Stevenson,Gavin Bell,1995,Macmillan Pub Ltd,0.0
200018,0571168256,The Last Burden,Upamanyu Chatterjee,1993,Faber and Faber Ltd,1.5
200019,0816716528,"Stage Fright (No Way Ballet, No 4)",Suzanne Weyn,1990,Troll Communications Llc,0.0
200020,0713705124,Ocean life in colour,Norman Bertram Marshall,1971,Blandford Press,0.0
200021,026167403X,Wild Flowers of Britain and Europe,W. Lippert,0,HarperCollins Publishers,0.0
200022,0791426297,Strange Orbit,Margaret Simpson,1995,State University of New York Press,0.0
200023,0688127983,"The Chewing-Gum Rescue and Other Stories: Margaret, Mahy ; Illustrated by Jan Ormerod",Margaret Mahy,1994,Harpercollins Juvenile Books,0.0
200024,0828849013,Asterix y La Residencia de los Dioses (Spanish edition of Asterix and the Mansions of the Gods),Rene de Goscinny,1993,French &amp; European Pubns,9.0
200025,0156621657,Moscow 2042,Vladimir Voinovich,1990,Harvest Books,4.5
200026,0373970323,Claim The Crown,Carla Neggers,1987,Worldwide Library,1.6666666666666667
200027,0863580912,Half the Earth: Women's Experiences of Travel Worldwide (The Rough Guides),Miranda Davies,1986,Harpercollins,0.0
200028,0671731076,REAL HORROR (HARDY BOYS CASE FILE 71) : REAL HORROR (The Hardy Boys Casefiles No. 71),Franklin W. Dixon,1993,Simon Pulse,0.0
200029,0340227117,Asterix and the Cauldron (Classic Asterix Paperbacks),Rene Goscinny,1978,Hodder &amp; Stoughton Childrens Division,8.0
200030,0867530014,Robert Hawke,Blanche D'Alpuget,1983,Lansdowne Pr,0.0
200031,074755997x,Crossword Solver,Anne Stibbs,2002,Bloomsbury Pub,0.0
200032,185381752X,Flesh and Blood,Michele Roberts,1994,Time Warner Books UK,0.0
200033,0140262687,New Penguin Bk Guardian Cross 10 (Penguin Crosswords),Perkin,1999,Penguin Uk,0.0
200034,0060250631,Addie Meets Max (Science I Can Read Book),Joan Robins,1985,HarperCollins Publishers,3.3333333333333335
200035,1558172629,Brain Fever,Ron Dee,1989,Pinnacle Books,0.0
200036,1904223001,Simply Mac OS X: A Complete Guide to Mac OS X,Richard Hill,2001,MacUnlimited,8.0
200037,0021289808,Outlets (Series R),Carl B. Smith,1980,Pan Macmillan,0.0
200038,0312273258,Prince,Ib Michael,2001,Picador USA,0.0
200039,0762413484,On the Shoulders of Giants,Stephen Hawking,2002,Running Press Book Publishers,0.0
200040,0002431548,Dark Crusader,Alistair MaClean,1969,HarperCollins Publishers,0.0
200041,041315890X,If ... Bounces Back,Steve Bell,1987,Arrow (A Division of Random House Group),9.0
200042,1878624415,Me and My Puppy (Storytime Books I),Terri Diffenderfer,1994,McClanahan Book Company,0.0
200043,0413144402,The Unrepeatable If...,Steve Bell,1986,Arrow (A Division of Random House Group),9.0
200044,0413188302,If ... Breezes in,Steve Bell,1988,Arrow (A Division of Random House Group),9.0
200045,1570360758,Rapunzel,Press Bedrock,1994,Turner Pub,0.0
200046,0413638405,The Revolutionary If,Steve Bell,1990,Arrow (A Division of Random House Group),9.0
