,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
40000,0385336667,Persuader: A Jack Reacher Novel,LEE CHILD,2003,Delacorte Press,3.75
40001,0515135283,Without Fail,Lee Child,2003,Jove Books,2.909090909090909
40002,0515133310,Echo Burning (Jack Reacher Novels (Paperback)),Lee Child,2002,Jove Books,4.458333333333333
40003,0515128635,Tripwire,Lee Child,2000,Jove Books,1.736842105263158
40004,0965605914,I Know This Much Is True,Wally Lamb,0,Reganbooks,2.6875
40005,0140103902,The Easy Way to Stop Smoking (Penguin Health Care &amp; Fitness),Allen Carr,1988,Penguin Books Ltd,0.0
40006,1555611745,Soy! Soy! Soy!: Enjoy Soyfoods' Benefits in Delicious Recipes (Simply Healthy),Jeanette Parsons Egan,2000,Perseus Publishing,5.0
40007,0689822510,On The Edge : Stories At The Brink,Lois Duncan,2000,Simon &amp; Schuster Children's Publishing,9.0
40008,0006513549,The Money Makers,Harry Bingham,2000,Harpercollins Pub Ltd,0.0
40009,0446356034,The Corsican Woman,Madge Swindells,1989,Warner Books,0.0
40010,038078453X,"And After That, the Dark",Charlotte Hughes,1997,Avon,0.0
40011,0316546747,Last ditch,Ngaio Marsh,1977,"Little, Brown",0.0
40012,0140235574,Paid and Loving Eyes (Lovejoy Mystery),Jonathan Gash,1994,Penguin Books,0.8333333333333334
40013,0312901038,Death in Berlin,Mary Margaret Kaye,1986,St Martins Pr,0.0
40014,0671542192,TOTAL TSTLSS TRVIA,Catherine Whitney,1984,Pocket,3.5
40015,0553255983,The Alchemist,Ken Goddard,1986,Bantam Books,0.0
40016,082171788X,The Doll,Josh Webster,1986,Kensington Pub Corp (Mm),0.0
40017,0449200647,Not a Penny More Not a Penny Less,Jeffrey Archer,1982,Fawcett Books,0.0
40018,0446329088,Fatal Beauty,John Godey,1985,Warner Books,0.0
40019,0061008117,Act of Will,Barbara Taylor Bradford,1994,HarperTorch,1.0625
40020,0345344596,Regrets Only,Sally Quinn,1987,Ballantine Books,0.7142857142857143
40021,0449223442,Daughter of the Stars,PHYLLIS A. WHITNEY,1995,Ivy Books,1.7222222222222223
40022,044921897X,Singing Stones,PHYLLIS A. WHITNEY,1991,Ivy Books,0.8
40023,1890768243,Shiveree (Eclaire Mysteries (Paperback)),Sophie Dunbar,2000,Intrigue Press,0.0
40024,0609600672,Dave Barry Is Not Taking This Sitting Down,Dave Barry,2000,Crown Publishing Group (NY),4.7
40025,0553572563,Death Dream,Ben Bova,1995,Bantam,6.0
40026,0380771411,A Night in the Lonesome October,Roger Zelazny,1994,Harper Mass Market Paperbacks (Mm),3.5555555555555554
40027,0451157281,Godplayer,Robin Cook,1994,Signet Book,2.611111111111111
40028,0804110557,Vow of Chastity (Sister Joan Mystery),Veronica Black,1993,Fawcett Books,5.0
