,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
70000,0785277315,From Ashes To Glory,Bill McCartney,1995,Nelson Books,0.0
70001,1561790745,Why Geese Fly Farther Than Eagles: Tales That Ignite the Imagination,Bob Stromberg,1992,Tyndale House Pub,3.3333333333333335
70002,2707300101,Nouvelles et textes pour rien,Beckett,1955,Editions de Minuit,2.6666666666666665
70003,0801096294,Bumps Are What You Climb on,Warren W. Wiersbe,1980,Baker Bytes,8.0
70004,2020257807,"L'Oeuvre De Dieu, LA Part Du Diable",John Irving,2000,Editions Du Seuil,3.2
70005,0842338810,Mission Possible,Marilyn Laszlo,1998,Tyndale House Publishers,5.0
70006,2221005570,MÃ©decins sans frontiÃ¨res: LÃ  oÃ¹ les autres ne vont pas,Yves Laurent,1980,R. Laffont,0.0
70007,1577361547,"Lighthouse (St. Simons Trilogy, v.1)",Eugenia Price,1999,Providence House Publishers,0.0
70008,2213603960,L'indivision: Roman,Madeleine Chapsal,1999,Fayard,7.0
70009,0399138676,Hardball: A Season in the Projects,Daniel Coyle,1994,Putnam Publishing Group,0.0
70010,2290306797,La FontainiÃ?Â¨re du roy,Jean Diwo,2000,J'ai lu,5.0
70011,0446603996,The Resurrectionist,Thomas F. Monteleone,1997,Warner Books,2.0
70012,0515092762,The Selling of the Royal Family: The Mystique of the British Monarchy,John Pearson,1987,Jove Books,4.0
70013,0156903369,Tidewater Dynasty: The Lees of Stratford Hall (A Harvest/Hbj Book),Carey Roberts,1983,Harcourt,10.0
70014,5552027574,Presumed Innocent,Dalton,1987,Farrar Straus Giroux,0.0
70015,2876861135,Les compagnons d'Ã©ternitÃ©: Roman,Jeanne Bourin,1992,F. Bourin,6.0
70016,1561482404,"Why Do They Dress That Way? (Rev ed) (People's Place Book, No 7)",Stephen Scott,1998,Good Books,4.0
70017,1853260983,Mayor of Casterbridge (Wordsworth Collection),Thomas Hardy,1998,Wordsworth Editions Ltd,2.5
70018,0571197981,Battlefield: Farming a Civil War Battleground,Peter Svenson,1992,Faber &amp; Faber,0.0
70019,0446523615,The Color of Night,David Lindsey,1999,Warner Books,1.75
70020,0762411244,Danny Boy: The Beloved Irish Ballad,Malachy McCourt,2001,Running Press Book Publishers,2.5
70021,0375500049,Cold Heart,Lynda LA Plante,1999,Random House Inc,1.75
70022,0671709712,Big Time,Marcel Montecino,1991,Pocket Books,1.0
70023,0802110908,Waverly Place,Susan Brownmiller,1989,Pub Group West,1.4
70024,0345373901,Venus in Copper: A Marcus Didius Falco Novel,Lindsey Davis,1993,Fawcett Books,3.5
70025,0451186192,My First Year As a Doctor: Real-World Stories from America's M.D.S,Melissa Ramsdell,1996,Signet Book,3.5
70026,0449149145,Murder Well-Bred,Carolyn Banks,1995,Fawcett Books,2.0
70027,0312955685,The Famous D-A-R Murder Mystery,Graham Landrum,1995,St. Martin's Press,2.6666666666666665
70028,0895770997,Fireside Reader,Readers Digest Editors,1978,Random House Inc,4.0
70029,0263153002,The Trouble With Trent! (Thorndike Large Print Harlequin Series),Jessica Steele,1997,Harlequin Books,0.0
70030,067181785X,BK COMMON PRAYER,Joan Didion,1978,Pocket,2.3
70031,1575665468,Face Down in the Marrow-Bone Pie,Kathy Lynn Emerson,2000,Kensington Publishing Corp.,2.3333333333333335
70032,8439705964,"Edades de Lulu, Las",Almudena Grandes,2001,Mondadori (IT),0.0
70033,0671631489,The BANK STREET BOOK OF MYSTERY VOLUME #4,Howard Zimmerman,1989,Pocket,0.0
70034,0446314382,Murder on Capitol Hill,Margaret Truman,1984,Not Avail,0.0
70035,055326138X,Death on the Nile (Hercule Poirot Mysteries (Paperback)),Agatha Christie,1983,Bantam Books,1.75
70036,0879803584,Reflexology,Maybelle Segal,1976,Wilshire Book Company,2.5
70037,3453082435,GefÃ?Â¤hrliche Verstrickung.,Nora Roberts,1995,Heyne,3.0
70038,0060800046,Only Yesterday,Frederick L. Allen,1957,Perennial,6.0
70039,0345260716,Have space suit--will travel,Robert A. Heinlein,1977,Ballantine,7.0
70040,044922452X,The King's Commission: The Naval Adventures of Alan Lewrie (Alan Lewrie Naval Adventures (Paperback)),Dewey Lambdin,1996,Fawcett Books,2.4
70041,0449210685,Great Escape,Paul Brickhill,1991,Fawcett Books,0.0
70042,067172097X,STARDANCE,Spider Robinson,1991,Baen,0.0
70043,0743235355,Jarhead : A Marine's Chronicle of the Gulf War and Other Battles,Anthony Swofford,2003,Scribner,3.217391304347826
70044,0671568825,Now You See Her,Linda Howard,1998,Atria,1.6
70045,1560252324,Celluloid Mavericks: A History of American Independent Film,Greg Merritt,1999,Thunder's Mouth Press,8.0
70046,8571643806,"Galantes memÃ³rias e admirÃ¡veis aventuras do virtuoso conselheiro Gomes, o ChalaÃ§a",JosÃ© Roberto Torero,1994,Companhia das Letras,0.0
70047,0061051128,Moonfall,Jack McDevitt,1999,Eos,1.4444444444444444
70048,0671665545,SWORD POINT,H. W. Coyle,1989,Pocket,1.625
70049,0445405457,Rough Cider,Peter Lovesey,1988,Warner Books,1.75
70050,0345358686,A Void in Hearts,William G. Tapply,1990,Ballantine Books,6.0
70051,0345417011,Kirinyaga: A Fable of Utopia,Michael D. Resnick,1998,Ballantine Books,9.0
70052,0425162672,Atlanta Graves (Sunny Childs Mysteries),Ruth Birmingham,1998,Berkley Publishing Group,1.5
70053,0451410300,The Second Assassin,Christopher Hyde,2002,Onyx Books,1.9285714285714286
70054,0671578790,TNT : Telzey &amp; Trigger,James H. Schmitz,2000,Baen,4.5
70055,1558217401,House of Invention: The Extraordinary Evolution of Everyday Objects,David Lindsay,2000,The Lyons Press,6.0
70056,0864734263,Billie's Kiss,Elizabeth Knox,2002,Victoria University Press,7.2
70057,2226077693,Message des hommes vrais au monde mutant,Marlo Morgan,1995,Albin Michel,5.0
70058,8485866029,"La marcha al pueblo en las letras espaÃ±olas, 1917-1936 (Serie Arte y cultura)",VÃ­ctor Fuentes,1980,Ediciones de la Torre,6.5
70059,8470308645,La Metamorfosis,Franz Kafka,2000,Biblioteca Nueva,9.0
70060,0435272373,The Pearl (Intermediate Level),M. J. Paine,1995,Delta Systems Co,5.0
70061,8430031979,Cortes constituyentes (1977-1978): Debates polÃ­ticos (Publicaciones de las Cortes Generales),Spain,1980,"Cortes Generales, Servicio de Estudios y Publicaciones",3.0
