,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
100000,0373035063,"Almost A Father (Kids And Kisses) (Romance , No 3506)",Pamela Bauer,1998,Harlequin,0.0
100001,3442449545,Die BrÃ?Â¼cken von Paris.,Peter Gadol,2002,Goldmann,3.5
100002,0373241747,"Practically Married (Conveniently Yours) (Special Edition , No 1174)",Christine Rimmer,1998,Silhouette,7.5
100003,3442453151,Berliner AufklÃ?Â¤rung.,Thea Dorn,2002,Goldmann,3.0
100004,037307865X,"Cowboy Comes Home  (Conard County) (Intimate Moments , No 865)",Rachel Lee,1998,Silhouette,3.8
100005,0451181816,Mrs. Drew Plays Her Hand,Carla Kelly,1994,Signet Book,10.0
100006,0373191928,"Merry Christmas, Daddy (Fabulous Father) (Harlequin Silhouette Romance, No 1192)",Susan Meier,1996,Silhouette,0.0
100007,0373191863,"Desperately Seeking Daddy  (Fabulous Fathers) (Harlequin Silhouette Romance, No 1186)",Arlene James,1996,Silhouette,0.0
100008,0373191162,"Along Comes Baby (First Comes Marriage) (Silhouette Romance, No 1116)",Ralph Peters,1995,Silhouette,0.0
100009,0373086504,Loving Jenny,Theresa Weir,1989,Silhouette,5.666666666666667
100010,342312914X,Die Vogelmacherin. Die Geschichte von Hexenkindern.,Eveline Hasler,2001,Dtv,0.0
100011,3499127938,Die RÃ?Â¼benkÃ?Â¶nigin. Roman.,Louise Erdrich,1990,Rowohlt Tb.,0.0
100012,0373190352,"Wife In Name Only (Hasty Weddings) (Silhouette Romance, No 1035)",Carolyn Zane,1994,Silhouette,0.0
100013,0373191898,"Bachelor And The Bassinet (Harlequin Silhouette Romance, No 1189)",Deanna Talcott,1996,Silhouette,0.0
100014,037319188X,Won'T You Be My Husband?  (Home For The Holidays),Linda Varner,1996,Silhouette,0.0
100015,3499111764,KaltblÃ?Â¼tig.,Truman Capote,1969,Rowohlt Tb.,4.5
100016,0373191154,"Cowboy And The Princess (Silhouette Romance, No 1115)",Lindsay Longford,1995,Silhouette,0.0
100017,3499222914,Letzte Instanz.,William Gaddis,1998,Rowohlt Tb.,0.0
100018,0373191146,"Daddy On Board (Fabulous Father) (Silhouette Romance, No 1114)",Terry Essig,1995,Silhouette,0.0
100019,3499224267,Lulu on the Bridge. Verfilmt mit Mira Sorvino und Harvey Keitel.,Paul Auster,1998,Rowohlt Tb.,0.0
100020,3518113151,Das verlorene Monument (Edition Suhrkamp),Gertrud Leutenegger,1985,Suhrkamp,0.0
100021,0373087403,"Cimarron Glory (Silhouette Romance, No 740)",Pepper Adams,1990,Silhouette,0.0
100022,0373089139,"Beleiving In Angels (Silhouette Romance, No 8913)",Jeanne Rose,1992,Silhouette,0.0
100023,0373190441,"Hardheaded Woman (Silhouette Romance, No 1044)",Terry Essig,1994,Silhouette,0.0
100024,3312002699,Aline und die Erfindung der Liebe: Roman,Eveline Hasler,2000,Nagel &amp; Kimche,0.0
100025,0373190220,"Stand In Mom (Celebratiom 1000!) (Silhouette Romance, No 1022)",Susan Meier,1994,Silhouette,0.0
100026,3257060351,Nachbarn: Roman,Sibylle Mulot,1995,Diogenes,5.5
100027,0373190085,"Miracle Dad (Celebration 1000!, Fabulous Father) (Silhouette Romance, No 1008)",Judy Collins,1994,Silhouette,10.0
100028,0373191936,"Mistletoe Bride (Home For The Holidays) (Harlequin Silhouette Romance, No 1193)",Linda Varner,1996,Silhouette,1.4
100029,3492229980,UFO in der KÃ?Â¼che. Ein autobiografischer seiens-fikschen.,Ze do Rock,2000,Piper,0.0
100030,0373058977,"Hometown Wedding (Silhouette Desire, No 897)",Pamela Macaluso,1994,Silhouette,2.0
100031,3499136910,Die intimen GestÃ?Â¤ndnisse des Oliver Weinstock. Wahre und erfundene Geschichten.,Irene Dische,1996,Rowohlt Tb.,0.0
100032,0373191952,"Mom For Christmas (Harlequin Silhouette Romance, No 1195)",Doreen Roberts,1996,Silhouette,0.0
100033,0373191987,Mad For The Dad (Fabulous Fathers) (Silhouette Romance),Terry Essig,1996,Silhouette,0.0
100034,0373088183,"Patchwork Family (Silhouette Romance, No 818)",Carla Cassidy,1991,Silhouette,10.0
100035,3404921119,Wege der Seidenfrauen.,Gail Tsukiyama,2002,LÃ?Â¼bbe,0.0
100036,037319191X,Make Room For Mommy  (Debut Author) (Silhouette Romance),Suzanne McMinn,1996,Silhouette,2.5
100037,0373191901,"Storybook Bride (Harlequin Silhouette Romance, No 1190)",Pat Montana,1996,Silhouette,0.0
100038,037319109X,"Temporarily Hers  (Bundles Of Joy) (Silhouette Romance, No 1109)",Susan Meier,1995,Silhouette,0.0
100039,0373191111,"Storybook Cowboy (Silhouette Romance, No 1111)",Pat Montana,1995,Silhouette,0.0
100040,0373191847,"Wife In Training (Harlequin Silhouette Romance, No 1184)",Susan Meier,1996,Silhouette,0.0
100041,0373089406,"One Man'S Vow (Silhouette Romance, No. 8940)",Catherine Whitney,1993,Silhouette,0.0
100042,0373192096,"Wedding Rings And Baby Things (I'M Your Groom/Debut Author) (Silhouette Romance, No 1209)",Teresa Southwick,1997,Silhouette,0.0
100043,0375705767,"Eastward to Tartary: Travels in the Balkans, the Middle East, and the Caucasus (Vintage Departures)",Robert D. Kaplan,2001,Vintage Books USA,4.5
100044,0373191960,"Family Of The Year (Harlequin Silhouette Romance, No 1196)",Patti Standard,1996,Silhouette,1.6666666666666667
100045,0373192339,"Bachelor'S Baby (Silhouette Romance, No 1233)",Teresa Southwick,1997,Silhouette,0.0
100046,3312001994,Der Zeitreisende. Die Visionen des Henry Dunant.,Eveline Hasler,1994,Nagel &amp; Kimche,0.0
100047,037319045X,"Bachelor At The Wedding (Wedding Wager) (Silhouette Romance, No 1045)",Sandra Steffen,1994,Silhouette,0.0
100048,0373192460,"Wanted: One Son  (Fabulous Fathers) (Harlequin Silhouette Romance, No 1246)",Laurie Paige,1997,Silhouette,0.0
