,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
250000,0747531854,Bullitt,Robert L Pike,0,Trafalgar Square,7.0
250001,080541794X,Kids Who Kill: Confronting Our Culture of Violence,Mike Huckabee,1998,Broadman &amp; Holman Publishers,0.0
250002,0934793743,When Our Parents Need Us: Caring For Aging Parents,Lynnita Mattock,2002,Pathfinder Publishing of California,
250003,350509580X,Wir tun was fÃ¼r tÃ¤glichen Umweltschutz,Hans-Otto Wiebus,1987,F. Schneider,0.0
250004,0743474422,"Transformers, Book 2",David Cian,2003,I Books,0.0
250005,1844030296,How to Rule the World,Andre De Guillaume,2002,Cassell Illustrated,8.0
250006,202009472X,Lenfer,Rene Belletto,0,Points French,
250007,0440409187,All but Alice,Phyllis Reynolds Naylor,1994,Yearling Books,0.0
250008,0140269738,The Underpainter,Jane Urquhart,1998,Penguin Books,0.0
250009,0449123987,Guns of Navarone,MacLean,1982,Not Avail,0.0
250010,0743201353,Prairie Nocturne : A Novel (Ay Adult - Doig),Ivan Doig,2003,Scribner,0.0
250011,0783880405,Alias Grace (G K Hall Large Print Book Series (Cloth)),Margaret Eleanor Atwood,1997,Thorndike Pr,0.0
250012,0919028462,Pack Up the Moon,Richard Teleky,2001,Thomas Allen &amp; Son,0.0
250013,067144784X,The Bleeding Heart: A Novel,Marilyn French,1980,Simon &amp; Schuster,
250014,0375422129,The Afterword,Mike Bryan,2003,Pantheon Books,0.0
250015,0802140386,"Global Village Idiot: Dubya, Dumb Jokes, and One Last Word Before You Vote",John O'Farrell,2003,Grove Press,0.0
250016,1400030757,India: A Wounded Civilization,V. S. Naipaul,2003,Vintage Books USA,0.0
250017,1400060559,As Luck Would Have It: Incredible Stories from Lottery Wins to Lightning Strikes,JOSHUA PIVEN,2003,Villard,0.0
250018,158234227X,The Last Opium Den,Nick Tosches,2002,Bloomsbury Publishing PLC,0.0
250019,1841953385,Buddha Da,Anne Donovan,2003,Canongate Books Ltd,2.0
250020,2020057697,Ti-Jean L'horizon,S Schwarz-Bart,0,Editions du Seuil,0.0
250021,2020058715,Changements,Paul Watzlawick,1981,Seuil,0.0
250022,2258041007,La guerre des Ã?Â©toiles. L'Ã?Â©toile de cristal,Vonda N McIntyre,1999,Presses de la CitÃ?Â©,6.0
250023,2259028047,La RÃ©publique contre la dÃ©mocratie,Yves Roucaute,1996,Plon,0.0
250024,2259181155,Les deux Nicolas: La machine Balladur,Ghislaine Ottenheimer,1994,Plon,0.0
250025,2262010560,Louis XV (PrÃ©sence de l'histoire),Jean FranÃ§ois Chiappe,1996,Perrin,0.0
250026,2264032863,La Vierge dans la glace,Ellis Peters,2001,Editions 10/18,0.0
250027,2264033363,Le Capuchon du moine,Ellis Peters,2001,Editions 10/18,0.0
250028,2265068497,Star Wars Episode 1: LA Menace Fantome,Terry Brooks,2002,Fleuve Noir,6.0
250029,2266080644,"Henri IV, tome 1 : L'Enfant roi de Navarre",Michel Peyramaure,1998,Pocket,0.0
250030,2266115227,Prisonniers Du Temps,Micheal Crichton,2002,Distribooks Inc,0.0
250031,2266115642,La variete andromede,Crichton,2001,Pocket,0.0
250032,2290302163,Un Ã?Â©tÃ?Â© pourri,Maud Tabachnik,2000,J'ai lu,0.0
250033,2707113875,"L'informatisation et l'emploi (SÃ©rie \Structures Ã©conomiques\"")""",Olivier PastrÃ©,1983,La DÃ©couverte/Maspero,0.0
250034,0787653926,"Energy: Shortage, Glut, or Enough? (Information Plus Reference Series)",Doug Dupler,2001,Information Plus,6.0
250035,0816820406,"German 8 Wheel Spahpanzer Luchs (Armor Series, Vol 11)",Uwe Feist,1981,McGraw-Hill,9.0
250036,1559945893,Marianne Williamson on Relationships: Lectures on a Course in Miracles/Audio Cassette,Marianne Williamson,1992,HarperAudio,0.0
250037,1559945907,Marianne Williamson on Work/Career,Marianne Williamson,1992,HarperAudio,10.0
250038,1559945915,Marianne Williamson on Death &amp; Dying,Marianne Williamson,1992,HarperAudio,10.0
250039,1559947144,"Marianne Williamson on Love: What Is Love? and Love Without an Agenda, Lectures",Marianne Williamson,1992,HarperAudio,10.0
250040,9022836991,Het gaat uitstekend: Zwendel en wanbeleid in het Nederlandse bedrijfsleven,Pieter Lakeman,1984,Haan,0.0
250041,0864860501,The Virgins,Jillian Becker,1990,David Philip,6.0
250042,2290302449,Il y avait quelque chose dans le noir qu'on n'avait pas vu,Thomas Gunzig,2000,J'ai lu,0.0
250043,3716504114,Take me to your chalet,Eugene V Epstein,1982,Benteli,0.0
250044,1840675152,Pandora's Diamond,Julia Stephenson,2003,Caxton Publishing,
250045,0340824832,Sixpenny Girl,Meg Hutchinson,2004,Coronet Books &amp; Publications,0.0
250046,0140097198,The World Split Open: How the Modern Women's Movement Changed America,Ruth Rosen,2001,Penguin Putnam,
250047,0252068882,The Loony-Bin Trip,Kate Millett,2000,University of Illinois Press,
250048,0312318812,"Law School Confidential (Revised Edition): A Complete Guide to the Law School Experience: By Students, for Students",Robert H. Miller,2004,St. Martin's Griffin,
250049,0465075525,"Searching for Memory: The Brain, the Mind, and the Past",Daniel L. Schacter,1997,Basic Books,5.0
250050,1560065710,America's Founders (History Makers),Michael V. Uschan,1999,Lucent Books,0.0
250051,0425038009,Total Joy,Marabel Morgan,1978,Berkley Publishing Group,0.0
250052,0425064212,Code Blue/Nurses Sty,Barbara Huttman,1984,Berkley Publishing Group,0.0
250053,0440195551,A Woman of Texas,R.T. Stevens,1981,Dell Publishing,0.0
250054,2228893714,Comment rÃ?Â©gler ses comptes avec l'argent ?,Marie-Claude FranÃ?Â§ois-Laugier,2001,Payot,
250055,067080889X,Empire Express: Building the First Transcontinental Railroad,David Haward Bain,1999,Viking Books,9.0
250056,0684824353,"A BROTHERHOOD OF VALOR : THE COMMON SOLDIERS OF THE STONEWALL BRIGADE, C.S.A., AND THE IRON BRIGADE, U.S.A",Jeffry D. Wert,1999,Simon &amp; Schuster,8.0
250057,0932727646,The Elephant in the Bedroom: Automobile Dependence &amp; Denial : Impacts on the Economy and Environment,Stanley I. Hart,1993,Hope Publishing House,0.0
250058,1887178112,Becoming Native to This Place,Wes Jackson,1996,Counterpoint Press,0.0
250059,8466302425,Vision del Ahogado - Bolsillo,Juan Jose Millas,2001,Suma de Letras,5.0
250060,0590436058,Sole Survivor (Scholastic Biography),Ruthanne Lum McCunn,1991,Scholastic Paperbacks (T),0.0
250061,0075528800,Shutting Down the National Dream,Greig Stewart,1996,McGraw-Hill,0.0
250062,0747521344,Mercury and me,Jim Hutton,1995,Bloomsbury,0.0
250063,0373020961,"The Thistle and the Rose (Harlequin Romance, 2096)",Margaret Rome,1977,Harlequin Books,0.0
250064,0373023529,Hostage to Dishonour,Jessica Steele,1979,Harlequin,0.0
250065,0446946095,Love of My Life,Caroline Courtney,1982,Warner Books,0.0
250066,0449223426,Celia (A Regency Romance),Lois Menzel,1995,Ivy Books,0.0
250067,0449500128,Second Season,Pauline D. Marrs,1979,Ivy Books,0.0
250068,0449500535,Lady Margery's Intrigue (Coventry Romances),Marion Chesney,1980,Ivy Books,0.0
250069,0449502872,Kate,Veronica Heley,1982,Ivy Books,0.0
250070,0451210131,A Worthy Opponent (Signet Regency Romance),Louise Bergin,2004,Signet Book,0.0
250071,0821751115,Breach of Honor (A Zebra Regency Romance),Phylis Warady,1995,Zebra Books,0.0
250072,0345273257,The fox and his vixen,Sally M. Singer,1977,Ballantine Books,0.0
250073,0739433024,The Rescuer,Dee Henderson,2003,Multnomah,
250074,1418475645,Pandora's Box,John Hall,2004,Authorhouse,
250075,0972703411,The Shift: An Awakening,John English,2003,Dreamtime Publications Inc.,
250076,014200216X,All Dressed in White: The Irresistible Rise of the American Wedding,Carol Wallace,2004,Penguin Books,9.0
250077,0142004065,Pictures from an Expedition,Diane Smith,2004,Penguin Books,
250078,0911818464,The collector's guide to New England,Jerry Bowles,1985,Distributed in the U.S. by Ballantine Books,7.0
250079,0915590727,Quilting for Beginners: Patchwork and Applique Projects for All Ages,Agnes Frank,1990,Sterling Pub Co Inc,8.0
250080,0060255315,Mooch the messy (An I can read book),Marjorie Weinman Sharmat,1976,Harper &amp; Row,0.0
250081,0345302478,Bipohl: Two complete novels,Frederik Pohl,1982,Ballantine,0.0
250082,0380706121,"In Trouble Again, Zelda Hammersmith?",Lynn Hall,1989,Harpercollins Juvenile Books,0.0
250083,0425052346,Designs,Richard Horn,1982,Berkley Pub Group,0.0
250084,0439138531,Teletubbies: The Boom-Boom Dance (Teletubbies),Scholastic Books,2000,Scholastic,0.0
250085,0441513581,Machines That Kill,Fred Saberhagen,1984,Ace Books,0.0
250086,0441805663,There Is No Darkness,Joe Haldeman,1984,Ace Books,0.0
250087,0449236463,Star Guard,Andre Norton,1981,Fawcett Books,4.5
250088,0553241206,The Search for Ka (Gandalara Cycle),Garrett,1984,Bantam Books,0.0
250089,0553270532,"VAMPIRE EXPRESS (Choose Your Own Adventure, No. 31)",Tony Koltz,1984,Skylark,0.0
250090,0553274015,"The Yellowstone: River's West, Book 1 (Rivers West, Book 1)",WINFRED BLEVINS,1988,Bantam,8.0
250091,0590303872,Son of the Black Stallion,Walter Farley,1975,Scholastic,0.0
250092,0671469045,STARCHILD TRILOGY,Kelli M. Gary,1983,Pocket,0.0
250093,0671813552,E PLURIBUS UNICORN,Andrew Tully,1977,Pocket,0.0
250094,069004576X,Get Ready for Robots! (Computer Book),Patricia Lauber,1987,T.Y. Crowell Junior Books,0.0
250095,0747258775,Brothers Of Glastonbury,Kate Sedley,1998,Headline Book Publishing,0.0
250096,0785311491,Mr. Jeremy Fisher (Little rainbow books),Sarah Toast,1995,"Publications International, Ltd",0.0
250097,0812535588,Space Winners,Gordon R. Dickson,1993,Tor Books (Mm),0.0
250098,0812535839,The Space Swimmers,Gordon R. Dickson,1993,Tor Books (Mm),0.0
250099,0812549597,Warrior (There Will Be War Volume 5),J.E. Pournelle,1986,Tor Books,0.0
250100,0812579704,Daughter of the Eagle : #4-Spanish Bit Series (Spanish Bit),Don Coldsmith,2004,Forge Books,0.0
250101,0819310158,Willy's Raiders,Jack Gantos,1980,Parents Magazine Press,0.0
250102,1551660180,Legacy Of Lies,JoAnn Ross,1995,Mira,0.0
250103,3499234769,Sommer am Meer. Sonderausgabe. Roman.,Rosamunde Pilcher,2003,Rowohlt Tb.,
250104,3875847741,"Mein 9. November: Der Tag, an dem die Mauer fiel",Hans-Hermann Hertle,1999,Nicolai,8.0
250105,0060161140,The Wise Garden Encyclopedia,E.L.D. Seymour,1990,Harpercollins,0.0
250106,0376038489,Water Gardens,Sunset Books,1997,Sunset Publishing Corporation,0.0
250107,0737006145,The Complete Garden Guide: A Comprehensive Reference for All Your Garden Needs,The Editors of Time-Life Books,2000,Time-Life Books,0.0
250108,0806976810,The Living Pond: Water Gardens with Fish &amp; Other Creatures,Helen Nash,2002,Sterling Publishing,0.0
250109,0806981989,Water Gardening In Containers: Small Ponds Indoors &amp; Out,Helen Nash,1999,Sterling Publishing,0.0
250110,0880293675,Bird Feeder Guide,Marcus Schneck,1989,Dorset Press,0.0
250111,0881924148,Well-Tended Perennial Garden: Planting &amp; Pruning Techniques,Tracy Disabato-Aust,1998,Timber Press (OR),0.0
250112,0897210468,Garden Construction (Ortho Books),Jim Beley,1985,Ortho Books,0.0
250113,0912347392,The Nature Journal: A Monthly Guide to Wildlife,Miriam A. Bourne,1990,Fulcrum Publishing,0.0
250114,1402709544,Complete Guide to Water Garden Plants,Helen Nash,2003,Sterling Publishing,0.0
250115,0151689954,On drink,Kingsley Amis,1973,Harcourt Brace Jovanovich,7.0
250116,0553214357,Selected African American Writing from 1760 to 1910,Arthur P. Davis,1995,Bantam,7.0
250117,0553214365,The Last Man (Bantam Classic),Mary Wollstonecraft Shelley,1994,Bantam Books,4.0
250118,0880015187,Following The Equator V1 (Ecco Travels),Mark Twain,1996,Ecco,7.0
250119,1864500484,Lonely Planet Oahu (Travel Survival Kit),Ned Friary,2000,Lonely Planet Publications,8.0
250120,0006176100,Trapp and World War III,Brian Callison,1989,HarperCollins Publishers,0.0
250121,0330332015,Beautiful Visit,Elizabeth J Howard,0,Pan Books Ltd,0.0
250122,0571191622,Carla's Song,Paul Laverty,1997,Farrar Straus &amp; Giroux,0.0
250123,1555972586,Beyond the Bedroom Wall: A Family Album (Graywolf Rediscovery Series),Larry Woiwode,1997,Graywolf Press,0.0
250124,0373120591,"Engagement Of Convenience (Harlequin Presents, No. 2059)",Catherine George,1999,Harlequin,0.0
250125,0515136964,Hot Blooded,Christine Feehan,2004,Jove Books,0.0
250126,0743410556,A Woman of Virtue (Sonnet Books),Liz Carlyle,2001,Pocket,0.0
250127,0758207077,"How to Be a \Wicked\""  Woman""",Mary Janice Davidson,2004,Brava,0.0
250128,2070360202,Lespoir,Andre Malraux,0,Folio,0.6666666666666666
250129,2070369196,Dernier jour d'un condamne,Victor Hugo,1970,French &amp; European Pubns,0.0
250130,2070389332,"Toucher l'eau, toucher le vent",Amos Oz,1997,Gallimard,0.0
250131,2070411788,L'aube insolite,Pierre Magnan,2000,Gallimard,0.0
250132,225300619X,Leve-toi Et Marche (Le Livre De Poche),Herve Bazin,0,Livre de Poche,0.0
250133,2253009229,Raboliot,Maurice Genevoix,0,Livre De Poche French,0.0
250134,2253056014,Dedale,Collins,0,Livre de Poche,0.0
250135,2253057606,Carol - Les Eaux dÃ?Â©robÃ?Â©es,Patricia Highsmith,1991,LGF,0.0
250136,2253058912,Plus grands que l'amour,Dominique Lapierre,1992,LGF,0.0
250137,2702400418,Le crime est notre affaire,Agatha Christie,1975,Librairie des Champs-ElysÃ?Â©es,0.0
250138,0140378030,The Other Side of Silence,Margaret Mahy,1997,Puffin Books,0.0
250139,0136295029,Surviving the Information Age,Jim Carroll,1996,Prentice Hall Canada,0.0
250140,0060192291,The Floating Girl,Sujata Massey,2000,HarperCollins Publishers,0.0
250141,0141306939,Are You in the House Alone?,Richard Peck,2000,Puffin Books,8.0
250142,8878188751,Il Dio Del Fiume,Wilbur Smith,2002,Tascabili degli Editori Associati (TEA),0.0
250143,0801853001,Bodies Under Siege: Self Mutilation and Body Modification in Culture and Psychiatry,Armando R. Favazza,1996,Johns Hopkins University Press,8.0
250144,0465037186,"Gunpowder: Alchemy, Bombards, and Pyrotechnics : The History of the Explosive That Changed the World",Jack Kelly,2004,Basic Books,8.0
250145,0670030945,"Gorgon: Paleontology, Obsession, and the Greatest Catastrophe in Earth's History",Peter Douglas Ward,2004,Viking Books,8.0
