,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
130000,0679772618,Blossom (Vintage Crime/Black Lizard),Andrew H. Vachss,1996,Vintage Books USA,0.0
130001,0679449116,Dance for the Dead: A Jane Whitefield Novel,Thomas Perry,1996,Random House Inc,4.166666666666667
130002,0734401779,Silver Mantle,Gail Merritt,2000,Lothian Books,0.0
130003,059045112X,Friends 'Til the Thunder Claps (Friends 4-Ever No. 12),Deirdre Corey,1992,Scholastic Paperbacks (Mm),0.0
130004,3423113057,Kleine Schwestern,Weldon,0,Deutscher Taschenbuch Verlag (DTV),0.0
130005,0449907074,Hook: A Novel,Terry Brooks,1992,Ballantine Books,0.0
130006,0671670387,Into the Darkness,Barbara Michaels,1990,Simon &amp; Schuster,0.0
130007,0870814257,"Roll On, Columbia: To the Pacific : A Historical Novel (To the Pacific/Bill Gulick, Bk 1)",Bill Gulick,1997,University Press of Colorado,7.0
130008,0684865696,Mountain Time : A Novel,Ivan Doig,2000,Scribner,1.4
130009,0307113701,Mask of Evil (Masters of the Universe),Mary Carey,1983,Golden Books,0.0
130010,089909337X,Spooky Sea Stories,Charles G. Waugh,1991,St Martins Pr,7.0
130011,0877421242,"Sea sense: Safety afloat in terms of sail, power, and multihull boat design, construction rig, equipment, coping with emergencies, and boat management in heavy weather",Richard Henderson,1979,International Marine Pub. Co,5.0
130012,0679509615,Cruises with Kathleen,Donald Hamilton,1980,D. McKay Co,7.0
130013,0525939415,Schindler's Legacy: True Stories of the List Survivors,Elinor J. Brecher,1994,Penguin USA,0.0
130014,0870443461,Romance of the Sea,J.H. Parry,1981,Simon &amp; Schuster,8.0
130015,0964007029,Old Marine Engines(3rd edition),Stan Grayson,1998,Devereux Books,7.0
130016,0131949446,Cruising the Northwest: A Practical Guide for the Pacific Coast Boater,Don Holm,1977,Simon &amp; Schuster,6.0
130017,0679511792,Learning to sail the hard way,George G Kirstein,1979,D. McKay Co,6.0
130018,0399135987,Extreme Prejudice,Guy Durham,1991,Putnam Pub Group,8.0
130019,0394402294,The Discoverers,Daniel Joseph Boorstin,1983,Random House Trade,3.857142857142857
130020,0911378472,Surveying Small Craft,Ian Nicolson,1984,Sheridan House,5.0
130021,0393032914,"Fiber Glass Boats: Construction, Repair, and Maintenance",John Arthur Roberts,1984,W W Norton &amp; Co Inc,5.0
130022,0920256074,From a Bare Hull,Ferenc Mate,1984,W W Norton &amp; Co Inc,0.0
130023,0679768556,The Vintage Book of Classic Crime (Vintage Crime/Black Lizard),Michael Dibdin,1997,Vintage Books USA,0.0
130024,3499430185,Eine Frau wie Greta Garbo.,Maj SjÃ?Â¶wall,1991,Rowohlt Tb.,7.0
130025,1563520915,This Old Heart of Mine: The Best of Merrill Joan Gerber's Redbook Stories,Merrill Joan Gerber,1993,Natl Book Network,0.0
130026,0553571397,Disturbing Behavior: A Novelization,John Whitman,1998,Starfire,0.0
130027,0899542964,Ghostbusters,Christopher Brown,1984,Antioch Publishing Company,0.0
130028,0812579895,The Precipice (The Grand Tour),Ben Bova,2002,Tor Science Fiction,1.1666666666666667
130029,031226688X,Scream at the Sky: Five Texas Murders and One Man's Crusade for Justice,Carlton Stowers,2003,St. Martin's Press,0.0
130030,0671632566,MEDITERR CAPER,Clive Cussler,1986,Pocket,3.0
130031,0932592163,The Klutz Yo-Yo Book,John Cassidy,1987,Klutz Pr,0.0
130032,0805425519,The Jericho Sanction: A Novel,Oliver North,2003,Broadman &amp; Holman Publishers,2.0
130033,0394863860,The Muppets Take Manhattan: The Storybook Based on the Movie,Danny Abelson,1984,Random House Childrens Books,0.0
130034,0440179483,The Sirens of Titan,Kurt Vonnegut,1988,Dell Publishing Company,3.25
130035,0743406273,Firewall,Andy McNab,2002,Pocket,7.0
130036,0399147179,Uncommon Justice,Terry Devane,2001,Putnam Publishing Group,0.0
130037,0679017496,Fodor's Budget Europe-1990: A Cost-Conscious Guide to 28 Countries,Fodor's,1989,Fodor's Travel Publications,5.0
130038,0395353874,The meantime,Bernie MacKinnon,1984,H. Mifflin Co,5.0
130039,0965699323,Tesseract,Alex Garland,0,Riverhead Books,6.0
130040,0553583328,"Blood of Mystery (The Last Rune, Book 4)",Mark Anthony,2002,Spectra Books,2.5
130041,0679020748,Fodor's Paris '92,Fodor's,1991,Fodor's Travel Publications,5.0
130042,0340206756,Shafts of Sunlight,Rita F. Snowden,1976,Hodder &amp; Stoughton General Division,5.0
130043,0590414151,"The Great Eighth Grade Switch (Junior High, No 11)",Kate Kenyon,1988,Scholastic,1.25
130044,0380801000,Silvercloak : Book Three of the King's Daggers (King's Daggers),Dave Duncan,2001,Avon,5.0
130045,1858283817,Rough Guide First-time Europe : Special (3rd Edition),Lou Casabianca,1998,Rough Guides Limited,5.0
130046,3518388088,Handbuch fÃ?Â¼r Wahnsinnsfrauen.,Luise F. Pusch,1994,Suhrkamp,0.0
130047,0842303685,The Christmas Bride (Christmas Bride),Grace Livingston Hill,1988,Tyndale House Publishers,5.0
130048,0590405004,"How Dumb Can You Get (Junior High, No 4)",Kate Kenyon,1987,Scholastic,5.0
130049,3492226302,Schokolade bei Hanselmann.,Rosetta Loy,1998,Piper,0.0
130050,0590403427,"Junior High Jitters (Junior High, No 1)",M.L. Kennedy,1986,Scholastic Paperbacks,2.5
130051,0590420283,"Junior High Private Eyes (Junior High, No 14)",Kate Kenyon,1988,Scholastic,2.5
130052,3293201474,Die Frauen von Algier.,Assia Djebar,1999,Unionsverlag,0.0
130053,0394565762,Zero,Eric Lustbader,1988,Random House Inc,2.5
130054,0061052191,"Grand Conspiracy: The Wars of Light and Shadow (Alliance of Light, No 2)",Janny Wurts,1999,HarperCollins Publishers,5.0
130055,0471163503,Advanced Smalltalk,Jonathan  Pletzke,1996,Wiley,5.0
130056,0070651574,An Introduction to Data Structures With Applications (Mcgraw-Hill Computer Science Series),Jean-Paul Tremblay,1984,McGraw-Hill College,5.0
130057,0070355568,In Search of Ancient Astronomies (Mcgraw-Hill Paperbacks),E. C. Krupp,1979,McGraw-Hill,5.0
130058,0451153669,Sadie When She Died (An 87th Precinct Mystery),Ed McBain,1993,Signet Book,0.0
130059,0871313952,Black Heart: A Novel,Eric Lustbader,1983,Natl Book Network,0.0
130060,0449904954,Angel Eyes,Eric Lustbader,1991,Ballantine Books,0.0
130061,0446306428,Krull: A Novel,Alan Dean Foster,1983,Warner Books,0.0
130062,8878249416,Le Pagine Della Nostra Vita,Nicholas Sparks,0,Sperling Paperback,6.0
130063,0449903680,French Kiss,Eric Lustbader,1989,Ballantine Books,0.0
130064,1581343973,If Only I Had a Green Nose,Max Lucado,2002,Crossway Books,3.0
130065,0785264019,"Devil's Island : A Novel (Apocalypse Diaries, 1)",John Hagee,2002,WestBow Press,8.5
130066,0842343164,Escape from New Babylon (Left Behind: The Kids #22),Jerry B. Jenkins,2002,Tyndale Kids,9.0
130067,080542489X,"Jesus, the One and Only",Beth Moore,2002,Broadman &amp; Holman Publishers,6.333333333333333
130068,0764227475,The Princess Within: Restoring the Soul of a Woman,Serita Ann Jakes,2002,Bethany House Publishers,0.0
130069,8879834908,Il Tevere d'oro: Romanzo (Strutture),Berenice,1994,Newton Compton,0.0
130070,9602260874,Mermaid Madonna,Myrivilis,1992,Efstathiadis Group,8.0
130071,1411602250,The Love of Three Oranges: A Play for the Theatre That Takes the Commedia Dell'arte of Carlo Gozzi and Updates It for the New Millennium,Hillary DePiano,2003,"Lulu Press, Inc.",10.0
130072,0590120581,Quest for Camelot: Digest Novelization (Quest for Camelot),J. J. Gardner,1998,Warner Brothers Publications,8.0
130073,1590520424,"Let There Be Light (Mail Order Bride Series, Book 10)",Al Lacy,2002,Multnomah Publishers,0.0
130074,0747239541,Murder Most Holy (Sorrowful Mysteries of Brother Athelstan),Paul Doherty,1993,Headline,5.0
130075,0681415762,Missing in Manhattan: The Adams Round Table,Thomas Chastain,1992,Longmeadow Press,0.0
130076,0670800945,Paradise Postponed,John Mortimer,1986,Penguin USA,0.0
130077,0553293907,A Stillness in Bethlehem (Gregor Demarkian Holiday Mysteries),Jane Haddam,1993,Bantam Books,1.1428571428571428
130078,0812881478,Princess Grace,Sarah Bradford,1985,Natl Book Network,0.0
130079,158062622X,A Cup of Comfort for Friends: Stories That Celebrate the Special People in Our Lives,Colleen Sell,2002,Adams Media Corporation,3.3333333333333335
130080,0894807773,"Murder Ink: Revived, Revised, Still Unrepentant Perpetrated by Dilys Winn",Dilys Winn,1984,Workman Pub Co,8.0
130081,0679405321,Cambridge,Caryl Phillips,1992,Random House Inc,0.0
